iter	F1	CrossEntropy
0	0.984375	0.6281274504
1	0.9844271413	0.5668897265
2	0.9850083287	0.5076219316
3	0.9844271413	0.4658288053
4	0.9883527454	0.4216377863
5	0.9888888889	0.3858340376
6	0.9888765295	0.3494216683
7	0.9899777283	0.3143317612
8	0.9905503057	0.2839565351
9	0.9899888765	0.2566896438
10	0.9905503057	0.2325500212
11	0.9916620345	0.2134042768
12	0.9933407325	0.1955696336
13	0.9927737632	0.1835105111
14	0.9927817879	0.1673961453
15	0.9938922821	0.1548486306
16	0.9938922821	0.1439412742
17	0.9927817879	0.1333218902
18	0.9933259177	0.124416788
19	0.9938854919	0.1152918062
20	0.9933259177	0.1076338069
21	0.9944444444	0.1003385767
22	0.9944444444	0.09404451342
23	0.9950027762	0.08831885119
24	0.9955555556	0.0834188956
25	0.9955555556	0.07877425824
26	0.9961089494	0.07497196444
27	0.9955555556	0.07079932357
28	0.9972237646	0.06723727812
29	0.9972206782	0.06405411772
30	0.9966629588	0.06049456452
31	0.9966629588	0.0577024709
32	0.9972206782	0.05478266112
33	0.9977777778	0.05253383481
34	0.9977777778	0.05045498826
35	0.9977777778	0.04820847817
36	0.9977777778	0.04621315918
37	0.9977777778	0.04438022696
38	0.9977777778	0.04291040469
39	0.9977777778	0.04176328552
40	0.9977777778	0.04035364606
41	0.9977777778	0.03902683273
42	0.9977777778	0.03754074782
43	0.9977777778	0.03612170424
44	0.9977777778	0.03471682914
45	0.9977777778	0.033508571
46	0.9977777778	0.03236244879
47	0.9977777778	0.03117081357
48	0.9977777778	0.03045749668
49	0.9977777778	0.02962931058
50	0.9977777778	0.02878002743
51	0.9977777778	0.02816163751
52	0.9977777778	0.0273685278
53	0.9977777778	0.02667370098
54	0.9977777778	0.025873334
55	0.9977777778	0.02519878455
56	0.9977777778	0.02450386957
57	0.9977777778	0.02387600339
58	0.9977777778	0.02325160886
59	0.9983324069	0.02271397374
60	0.9983324069	0.02226658196
61	0.9983324069	0.02171259734
62	0.9983324069	0.02139868041
63	0.9983324069	0.02090909313
64	0.9983324069	0.02052090921
65	0.9983324069	0.01999812264
66	0.9983324069	0.01960124271
67	0.9983324069	0.01918300948
68	0.9983324069	0.01877905026
69	0.9983324069	0.01853065697
70	0.9983324069	0.01824823571
71	0.9983324069	0.01795319568
72	0.9983324069	0.01759605062
73	0.9983324069	0.01725878641
74	0.9983324069	0.01702316097
75	0.9983324069	0.0166904144
76	0.9983324069	0.0163610666
77	0.9983324069	0.01608704729
78	0.9983324069	0.01587574472
79	0.9983324069	0.01559427916
80	0.9988888889	0.01529249474
81	0.9988888889	0.01507955549
82	0.9988888889	0.01477369878
83	0.9988888889	0.01455493924
84	0.9988888889	0.01428175546
85	0.9988888889	0.01404741184
86	0.9988888889	0.01381839584
87	0.9988888889	0.01358345328
88	0.9988888889	0.01332531217
89	0.9988888889	0.01303297648
90	0.9994441356	0.01289216193
91	0.9994441356	0.01269781794
92	0.9994441356	0.01243428481
93	0.9994441356	0.01224746471
94	1	0.01205193134
95	1	0.0118777125
96	1	0.01170827272
97	1	0.01152131002
98	1	0.0113884957
99	1	0.01120858349
100	1	0.01110967447
101	1	0.01101392027
102	1	0.01084854264
103	1	0.01073164058
104	1	0.01062057563
105	1	0.01046079875
106	1	0.0103312609
107	1	0.0102328232
108	1	0.01017142543
109	1	0.0100494464
110	1	0.009975787803
111	1	0.009831768911
112	1	0.009747293033
113	1	0.009674830593
114	1	0.009552145976
115	1	0.009462013641
116	1	0.009363492776
117	1	0.009257805652
118	1	0.009129970174
119	1	0.009013395385
120	1	0.008886478742
121	1	0.008748162675
122	1	0.008629513157
123	1	0.008564747153
124	1	0.008472523716
125	1	0.008371827404
126	1	0.008272371581
127	1	0.008207021028
128	1	0.008115895867
129	1	0.008002080549
130	1	0.007950442964
131	1	0.007875153787
132	1	0.007768193145
133	1	0.007674613149
134	1	0.007588906929
135	1	0.007490467602
136	1	0.007393910278
137	1	0.007306572371
138	1	0.00720936307
139	1	0.007131206902
140	1	0.007066364089
141	1	0.006980211725
142	1	0.006928199872
143	1	0.006856787273
144	1	0.006780546988
145	1	0.006732601347
146	1	0.006645711755
147	1	0.00658485047
148	1	0.006546401217
149	1	0.00649598909
150	1	0.00643281504
151	1	0.006371326105
152	1	0.006322884437
153	1	0.006260204727
154	1	0.006233085851
155	1	0.006174649736
156	1	0.006109541648
157	1	0.006060569039
158	1	0.006013480703
159	1	0.00596106508
160	1	0.005918198577
161	1	0.005875339866
162	1	0.005828693541
163	1	0.005803910352
164	1	0.0057503948
165	1	0.005692470109
166	1	0.005661241252
167	1	0.005611247559
168	1	0.005567136757
169	1	0.005516089924
170	1	0.005475856376
171	1	0.005426723774
172	1	0.005384869991
173	1	0.005344731688
174	1	0.005309047918
175	1	0.005278543954
176	1	0.005236130232
177	1	0.005211545903
178	1	0.005167925469
179	1	0.005132795644
180	1	0.005083724612
181	1	0.005038080248
182	1	0.004991568007
183	1	0.004949226378
184	1	0.004925974707
185	1	0.004905042305
186	1	0.004869012414
187	1	0.004835260958
188	1	0.004815089175
189	1	0.004772797974
190	1	0.004740790098
191	1	0.004705326034
192	1	0.004670198527
193	1	0.004646685557
194	1	0.004610008597
195	1	0.00457267535
196	1	0.004551028821
197	1	0.004529656234
198	1	0.004502419402
199	1	0.004460965069
200	1	0.004444946338
201	1	0.00441671459
202	1	0.004385020506
203	1	0.004356371243
204	1	0.004329444474
205	1	0.004293730475
206	1	0.004262406159
207	1	0.004227899513
208	1	0.004202217067
209	1	0.004173315796
210	1	0.004153017202
211	1	0.004125282593
212	1	0.004089141092
213	1	0.004065252538
214	1	0.004027307076
215	1	0.004005893309
216	1	0.003982675907
217	1	0.003958815905
218	1	0.003937722331
219	1	0.003921543627
220	1	0.003891535838
221	1	0.003869481228
222	1	0.003846336574
223	1	0.003816599742
224	1	0.003789999199
225	1	0.003772615383
226	1	0.003756812651
227	1	0.003740531995
228	1	0.003711843157
229	1	0.003691380943
230	1	0.003668522286
231	1	0.003643150635
232	1	0.003624003185
233	1	0.003608599245
234	1	0.003585924844
235	1	0.003560362825
236	1	0.003542718363
237	1	0.00352780859
238	1	0.003502819693
239	1	0.003478536776
240	1	0.003461419417
241	1	0.003442842844
242	1	0.003423035881
243	1	0.0034033338
244	1	0.003384855003
245	1	0.003371210869
246	1	0.003358390562
247	1	0.003340471662
248	1	0.003318542555
249	1	0.003298671517
250	1	0.003289589039
251	1	0.003277712799
252	1	0.003262866961
253	1	0.003248732125
254	1	0.003234286439
255	1	0.003217571562
256	1	0.003199626937
257	1	0.003183269251
258	1	0.003168538106
259	1	0.00315880537
260	1	0.003141760838
261	1	0.003126599173
262	1	0.003105789844
263	1	0.003089463423
264	1	0.003069367921
265	1	0.00306935843
266	1	0.003052976381
267	1	0.00303698544
268	1	0.003017895338
269	1	0.003003941706
270	1	0.002988560363
271	1	0.002972740494
272	1	0.002957565836
273	1	0.002942554151
274	1	0.002929616169
275	1	0.002917016213
276	1	0.002899338106
277	1	0.002886773763
278	1	0.002873107941
279	1	0.002852643085
280	1	0.00284176677
281	1	0.002827658891
282	1	0.002813607825
283	1	0.002800082529
284	1	0.002786526908
285	1	0.002773801581
286	1	0.002760428054
287	1	0.002750804697
288	1	0.002739248689
289	1	0.002729989798
290	1	0.002718585209
291	1	0.002702536881
292	1	0.002688161814
293	1	0.00267557393
294	1	0.002663857928
295	1	0.002647492685
296	1	0.002637117543
297	1	0.002625061958
298	1	0.002613351159
299	1	0.002601571526
300	1	0.002590088679
301	1	0.002579081664
302	1	0.002567985405
303	1	0.002550970136
304	1	0.002537123325
305	1	0.002527437041
306	1	0.00251408261
307	1	0.002503772929
308	1	0.002489934546
309	1	0.002479382212
310	1	0.002469494615
311	1	0.002459048311
312	1	0.002447124437
313	1	0.002440046376
314	1	0.00243105301
315	1	0.002424141656
316	1	0.002409254903
317	1	0.002398851409
318	1	0.002390037591
319	1	0.002380222503
320	1	0.002371718851
321	1	0.002362429351
322	1	0.002352942585
323	1	0.002344074693
324	1	0.002337159675
325	1	0.002326687497
326	1	0.002317041105
327	1	0.002308572147
