iter	F1	CrossEntropy
0	0.981749528	0.2594597142
1	0.9880427942	0.1048081329
2	0.9918495298	0.06697448854
3	0.995	0.04152778085
4	0.9968691296	0.0266878133
5	0.99875	0.02020196163
6	0.9993753904	0.01790315187
7	0.99875	0.01526329737
8	0.99875	0.0131989605
9	1	0.01066944476
10	1	0.009309151286
11	1	0.00848902321
12	1	0.007662874964
13	1	0.006628969245
14	1	0.00608022844
15	1	0.005710251173
16	1	0.005177786203
17	1	0.004878322567
18	1	0.004414120227
19	1	0.004024203229
20	1	0.00394520677
21	1	0.003729298209
22	1	0.003684320317
23	1	0.003608590969
24	1	0.003289265549
25	1	0.003289264954
26	1	0.003289136416
27	1	0.003100132986
28	1	0.002978383176
29	1	0.002951993365
30	1	0.002841735372
31	1	0.002701347417
32	1	0.002604387574
33	1	0.002540544071
34	1	0.002540354338
35	1	0.002492079335
36	1	0.002384807717
37	1	0.002209799481
38	1	0.002143184818
39	1	0.001997774371
40	1	0.001997751085
41	1	0.001868237566
42	1	0.001833323411
43	1	0.00183312954
44	1	0.001833112274
45	1	0.001833080414
46	1	0.001833035915
47	1	0.001833019503
48	1	0.001832755294
49	1	0.001832739357
50	1	0.001832684071
51	1	0.001832668149
52	1	0.001821666922
53	1	0.001707881377
54	1	0.001707843411
55	1	0.001707783133
56	1	0.001707598818
57	1	0.001707500128
58	1	0.001707303843
59	1	0.001707236839
60	1	0.001703478321
61	1	0.001703459871
62	1	0.001701477815
63	1	0.001696634627
64	1	0.001696594123
65	1	0.001696560219
66	1	0.001691360812
67	1	0.001691278484
68	1	0.00169123938
69	1	0.001691103777
70	1	0.00168632307
71	1	0.001686052039
72	1	0.001681624694
73	1	0.001681590523
74	1	0.001677471671
75	1	0.001677457872
76	1	0.001675463114
77	1	0.001672093839
78	1	0.001672060689
79	1	0.001672033803
80	1	0.001670483643
81	1	0.001667716382
82	1	0.001667285705
83	1	0.001667133804
84	1	0.001667099939
85	1	0.001666829198
86	1	0.001663598373
87	1	0.001663574327
88	1	0.001663534796
89	1	0.001662877336
90	1	0.001662760345
91	1	0.001657833981
92	1	0.001657818737
93	1	0.001657729334
94	1	0.001656248579
95	1	0.001656248579
96	1	0.001629642611
97	1	0.001629612134
98	1	0.001629564024
99	1	0.001629564024
100	1	0.001522526473
101	1	0.001439588489
102	1	0.001439563582
103	1	0.00143954158
104	1	0.001439507022
105	1	0.001439419122
106	1	0.001421967897
107	1	0.001421474711
108	1	0.001421414936
109	1	0.001421406949
110	1	0.001421382019
111	1	0.001421282336
112	1	0.001421261863
113	1	0.001421162253
114	1	0.001421141784
115	1	0.001421059972
116	1	0.001418585219
117	1	0.001391388316
118	1	0.001391327158
119	1	0.001390940998
120	1	0.001390937116
121	1	0.001390558122
122	1	0.001390334226
123	1	0.001390332927
124	1	0.001389892868
125	1	0.00138984704
126	1	0.001389833074
127	1	0.001389812436
128	1	0.001389697947
129	1	0.001389527927
130	1	0.001389482494
131	1	0.001389472217
132	1	0.001389257068
133	1	0.001389251762
134	1	0.001389229322
135	1	0.001389188128
136	1	0.001389186446
137	1	0.001389181988
138	1	0.001357725624
139	1	0.001357381313
140	1	0.001357355461
141	1	0.00130447037
142	1	0.001287869318
143	1	0.001287439692
144	1	0.001287437584
145	1	0.001287385565
146	1	0.001287363492
147	1	0.001287360245
148	1	0.001287356998
149	1	0.001287353751
150	1	0.001287348242
151	1	0.00128410339
152	1	0.001284027126
153	1	0.001284005897
154	1	0.001283992742
155	1	0.001283987968
156	1	0.001283861623
157	1	0.001283835466
158	1	0.001283793584
159	1	0.001283772705
160	1	0.001283694824
161	1	0.001283488605
162	1	0.001283486998
163	1	0.00128348057
164	1	0.001283478964
165	1	0.00128347254
166	1	0.001283350552
167	1	0.001283290351
168	1	0.001283252242
169	1	0.001283242146
170	1	0.001283061556
171	1	0.001283061556
172	1	0.001283054119
173	1	0.001283041425
174	1	0.001283021543
175	1	0.00128300169
176	1	0.001282925614
177	1	0.001282900294
178	1	0.001282862322
179	1	0.00128284252
180	1	0.00128276667
181	1	0.00128276667
182	1	0.00128276667
183	1	0.001282763499
184	1	0.001282665012
185	1	0.00128263984
186	1	0.001282567747
187	1	0.001282564584
188	1	0.001282562123
189	1	0.001282542448
190	1	0.001282539303
191	1	0.00128247658
192	1	0.001282466775
193	1	0.001282369142
194	1	0.001282369142
195	1	0.001282360078
196	1	0.001282310221
197	1	0.001282310221
198	1	0.001282297797
199	1	0.001282297797
200	1	0.001282285258
201	1	0.001282279052
202	1	0.001282217177
203	1	0.001282063283
204	1	0.001282053825
205	1	0.001282044369
206	1	0.001282032083
207	1	0.00128201967
208	1	0.001282007398
209	1	0.00128198849
210	1	0.001281987716
211	1	0.001281963202
212	1	0.001281944303
213	1	0.001281938185
214	1	0.001281928739
215	1	0.001281919297
216	1	0.001281900416
217	1	0.001281890857
218	1	0.001281871986
219	1	0.001281852885
220	1	0.001281791925
221	1	0.001281782494
222	1	0.001281724491
223	1	0.001281695569
224	1	0.001281686085
225	1	0.001281648195
226	1	0.001281572766
227	1	0.001281562745
228	1	0.001281538497
229	1	0.001281529081
230	1	0.001281519667
231	1	0.001281501132
232	1	0.001281491721
233	1	0.001281479611
234	1	0.001281467513
235	1	0.001281458104
236	1	0.001281270321
237	1	0.001281251666
238	1	0.001281191717
239	1	0.001281167803
240	1	0.001281164818
241	1	0.001281155433
242	1	0.001281084042
243	1	0.001281082558
244	1	0.001281081074
245	1	0.00128107514
246	1	0.001281050744
247	1	0.001280939987
248	1	0.001280921585
249	1	0.001280903206
250	1	0.001280891395
251	1	0.001280867799
252	1	0.001280866326
253	1	0.001280828415
254	1	0.00128082252
255	1	0.001280816628
256	1	0.001280810738
